player_code,web_name,override_minutes,reason,active
a1234,Example Player,75,Example manual override,FALSE
223094,Haaland,70,gw1,TRUE
219168,Isak,75,gw1,TRUE
446008,Mbeumo,75,gw1,TRUE
430871,Cunha,60,gw1,TRUE
494595,Wirtz,70,gw1,TRUE
224117,Gyokeres,60,gw1,TRUE
219847,Havertz,60,gw1,TRUE
247348,Munoz,75,gw1,TRUE
448047,EnzoF,65,gw1,TRUE
221466,SenesiSpurs,50,gw1,TRUE
538207,Osula,45,gw1,TRUE
116535,A.Becker,90,gw1,TRUE
154561,Raya,90,gw1,TRUE

